Date,AAPL,IBM,CSCO,MSFT
2006-02-24,71.46,80.099998,19.85,26.629999
2006-02-27,70.990003,80.629997,19.969999,27.049999
2006-02-28,68.489999,80.239998,20.24,26.870001
2006-03-01,69.099999,79.900002,21.059999,27.139999
2006-03-02,69.609998,79.940002,20.879999,26.969999
2006-03-03,67.720001,79.959999,21.040001,26.93
2006-03-06,65.479997,80,21.049999,26.91
2006-03-07,66.310002,80.290001,20.870001,27.059999
2006-03-08,65.660001,81.139999,20.860001,27.25
2006-03-09,63.930001,81.019997,20.440001,27
2006-03-10,63.189998,81.57,20.82,27.17
2006-03-13,65.680001,81.93,20.860001,27.110001
2006-03-14,67.319999,82.879997,21.25,27.23
2006-03-15,66.23,83.379997,21.440001,27.360001
2006-03-16,64.310003,82.870003,21.25,27.27
2006-03-17,64.659998,83.300003,21.620001,27.5
2006-03-20,63.990003,83.580002,21.68,27.889999
2006-03-21,61.809999,83.809998,21.41,27.74
2006-03-22,61.670003,84.449997,21.42,27.15
2006-03-23,60.160002,83.199997,21.41,26.85
2006-03-24,59.959997,83.360001,21.360001,27.01
2006-03-27,59.51,83.080002,21.690001,27.01
2006-03-28,58.710002,82.43,21.33,26.9
2006-03-29,62.329998,83.129997,21.57,27.02
2006-03-30,62.750001,83.199997,21.969999,27.23
2006-03-31,62.72,82.470001,21.67,27.209999
2006-04-03,62.649999,83.059998,21.59,27.559999
2006-04-04,61.169998,83.449997,21.559999,27.639999
2006-04-05,67.210003,84.169998,21.690001,27.74
2006-04-06,71.240002,83.809998,21.18,27.559999
2006-04-07,69.790002,82.480003,20.809999,27.25
2006-04-10,68.670003,82.099998,20.99,27.290001
2006-04-11,67.990001,81.160004,21.030001,27.129999
2006-04-12,66.709998,80.75,21.02,27.200001
2006-04-13,66.469999,81.980003,21.18,27.07
2006-04-17,64.810001,81.639999,20.860001,26.84
2006-04-18,66.22,83.309998,21.469999,27.219999
2006-04-19,65.650001,81.860001,21.26,27.030001
2006-04-20,67.629999,82.019997,21.030001,27.030001
2006-04-21,67.039999,81.660004,20.68,27.15
2006-04-24,65.750003,82.110001,20.290001,27.110001
2006-04-25,66.169999,82.669998,20.469999,27.110001
2006-04-26,68.149998,83.349998,20.73,27.1
2006-04-27,69.359999,83.879997,20.98,27.25
2006-04-28,70.390002,82.339996,20.950001,24.15
2006-05-01,69.599998,82.230003,20.959999,24.290001
2006-05-02,71.619997,82.419998,21.389999,24.01
2006-05-03,71.139999,82.699997,21.49,23.17
2006-05-04,71.129999,82.43,21.860001,23.440001
2006-05-05,71.890003,83.279999,21.75,23.799999
2006-05-08,71.890003,82.889999,21.76,23.73
2006-05-09,71.029997,83.230003,21.68,23.620001
2006-05-10,70.6,82.900002,20.75,23.77
2006-05-11,68.149998,82.459999,20.049999,23.219999
2006-05-12,67.700001,82.389999,20.34,23.17
2006-05-15,67.790003,82.889999,20.559999,23.15
2006-05-16,64.979999,82.160004,20.209999,23.01
2006-05-17,65.259998,81.269997,20.18,22.73
2006-05-18,63.179997,80.660004,20.290001,22.83
2006-05-19,64.510001,80.279999,20.870001,22.559999
2006-05-22,63.380002,80.019997,20.6,22.879999
2006-05-23,63.149997,79.830002,20.370001,22.790001
2006-05-24,63.340001,79.779999,20.49,23.5
2006-05-25,64.329997,80.139999,20.52,23.74
2006-05-26,63.549999,80.75,20.309999,23.719999
2006-05-30,61.219999,80.160004,19.77,23.15
2006-05-31,59.77,79.900002,19.68,22.65
2006-06-01,62.170001,80.690002,20.5,22.82
2006-06-02,61.660003,79.519997,20.440001,22.76
2006-06-05,59.999998,79.059998,19.879999,22.5
2006-06-06,59.719998,79.760002,20.17,22.129999
2006-06-07,58.559999,79.150002,19.91,22.040001
2006-06-08,60.760002,77.029999,19.889999,22.110001
2006-06-09,59.240001,77.629997,19.969999,21.92
2006-06-12,57.000003,77.019997,19.48,21.709999
2006-06-13,58.33,76.93,19.360001,21.51
2006-06-14,57.609997,77.709999,19.610001,21.879999
2006-06-15,59.379997,78.559998,20.219999,22.07
2006-06-16,57.560002,77.949997,19.98,22.1
2006-06-19,57.200001,77.669998,19.82,22.549999
2006-06-20,57.47,77.989998,19.73,22.559999
2006-06-21,57.860003,78.300003,20.07,23.08
2006-06-22,59.580002,77.190002,19.690001,22.879999
2006-06-23,58.829998,77.099998,19.610001,22.5
2006-06-26,58.990002,77.150002,19.6,22.82
2006-06-27,57.429999,76.629997,19.299999,22.860001
2006-06-28,56.02,76.559998,19.379999,23.16
2006-06-29,58.970001,77.589996,19.91,23.469999
2006-06-30,57.270002,76.82,19.530001,23.299999
2006-07-03,57.949998,78.019997,20,23.700001
2006-07-05,57.000003,77.769997,19.6,23.35
2006-07-06,55.770001,78.089996,19.629999,23.48
2006-07-07,55.4,76.419998,19.389999,23.299999
2006-07-10,55,76.669998,18.969999,23.5
2006-07-11,55.649999,76.470001,18.690001,23.1
2006-07-12,52.960001,75.480003,18.26,22.639999
2006-07-13,52.250001,74.239998,18.02,22.26
2006-07-14,50.670002,73.57,17.940001,22.290001
2006-07-17,52.37,73.699997,17.969999,22.48
2006-07-18,52.899999,74.260002,17.879999,22.74
2006-07-19,54.1,76.07,18,23.4
2006-07-20,60.500003,75.480003,17.879999,22.85
2006-07-21,60.720001,74.860001,17.459999,23.870001
2006-07-24,61.419997,75.989998,17.950001,24
2006-07-25,61.930002,75.889999,18.07,24.219999
2006-07-26,63.87,75.830002,17.940001,24.370001
2006-07-27,63.400002,76.150002,17.690001,23.870001
2006-07-28,65.589999,76.959999,18.08,24.25
2006-07-31,67.96,77.410004,17.879999,24.059999
2006-08-01,67.180002,76.139999,17.48,23.99
2006-08-02,68.159998,76.32,17.48,24.299999
2006-08-03,69.589997,76.330002,17.559999,24.209999
2006-08-04,68.300001,75.910004,17.24,24.290001
2006-08-07,67.210003,75.519997,17.41,24.219999
2006-08-08,64.780001,75.330002,17.290001,24.34
2006-08-09,63.59,75.389999,19.780001,24.440001
2006-08-10,64.069998,75.739998,19.559999,24.459999
2006-08-11,63.650002,75.480003,19.540001,24.43
2006-08-14,63.940001,76.68,20.09,24.530001
2006-08-15,66.449999,77.080002,20.65,24.620001
2006-08-16,67.98,79.089996,21.1,24.700001
2006-08-17,67.589998,79.370003,20.85,24.700001
2006-08-18,67.909999,79.900002,20.860001,25.790001
2006-08-21,66.560001,79.279999,20.91,26.120001
2006-08-22,67.619999,78.949997,21.24,25.620001
2006-08-23,67.309999,78.669998,21.049999,25.67
2006-08-24,67.810003,79.379997,21.09,25.74
2006-08-25,68.749998,79.879997,21.049999,25.85
2006-08-28,66.979998,80.32,21.41,25.950001
2006-08-29,66.48,81.400002,21.68,25.84
2006-08-30,66.959997,81.220001,21.67,25.799999
2006-08-31,67.849998,80.970001,21.99,25.700001
2006-09-01,68.380003,81.410004,22.27,25.84
2006-09-05,71.48,80.849998,22.09,25.610001
2006-09-06,70.030001,80.279999,21.690001,25.610001
2006-09-07,72.799997,79.400002,21.540001,25.43
2006-09-08,72.519998,80.660004,21.75,25.6
2006-09-11,72.499997,80.93,21.959999,25.91
2006-09-12,72.63,82.279999,22.65,25.93
2006-09-13,74.200003,82.209999,22.65,25.98
2006-09-14,74.170002,82.470001,22.700001,26.33
2006-09-15,74.1,82.940002,22.719999,26.85
2006-09-18,73.890002,82.239998,22.84,26.790001
2006-09-19,73.77,81.870003,22.76,26.860001
2006-09-20,75.26,83.419998,23.27,27.18
2006-09-21,74.65,81.610001,23.01,26.9
2006-09-22,73.000002,81.209999,22.879999,26.66
2006-09-25,75.749998,82,23.23,26.950001
2006-09-26,77.610001,82.5,23.5,27.200001
2006-09-27,76.41,82.089996,23.35,27.440001
2006-09-28,77.01,81.989998,23.48,27.4
2006-09-29,76.98,81.940002,22.98,27.35
2006-10-02,74.859998,81.870003,22.98,27.360001
2006-10-03,74.08,81.650002,23.41,27.370001
2006-10-04,75.380003,83.099998,23.93,27.940001
2006-10-05,74.829997,82.919998,23.9,27.92
2006-10-06,74.220003,83.139999,24.09,27.870001
2006-10-09,74.629999,84,24.309999,27.719999
2006-10-10,73.81,84.190002,24.33,27.690001
2006-10-11,73.23,84.190002,24.4,27.540001
2006-10-12,75.26,84.699997,24.450001,28.219999
2006-10-13,75.020001,86.080002,24.530001,28.370001
2006-10-16,75.399997,86.709999,24.59,28.450001
2006-10-17,74.289998,86.949997,24.48,28.440001
2006-10-18,74.529997,89.82,24.18,28.52
2006-10-19,78.989999,89.860001,24.16,28.290001
2006-10-20,79.950001,90.480003,24.549999,28.43
2006-10-23,81.460002,91.559998,24.43,28.450001
2006-10-24,81.049999,91.489998,24.34,28.280001
2006-10-25,81.68,91.830002,24.290001,28.309999
2006-10-26,82.189999,91.540001,24.190001,28.35
2006-10-27,80.409998,90.760002,23.719999,28.34
2006-10-30,80.419998,91.5,23.9,28.530001
2006-10-31,81.08,92.330002,24.129999,28.709999
2006-11-01,79.160003,91.800003,24.1,28.809999
2006-11-02,78.979999,91.68,24.049999,28.77
2006-11-03,78.290003,91.410004,23.77,28.73
2006-11-06,79.710002,92.599998,24.68,28.84
2006-11-07,80.51,92.75,24.84,28.950001
2006-11-08,82.449998,92.589996,25.1,28.98
2006-11-09,83.339998,92.419998,26.709999,29.26
2006-11-10,83.12,91.760002,26.74,29.24
2006-11-13,84.350001,92.07,26.68,29.35
2006-11-14,85.000003,93.290001,26.639999,29.23
2006-11-15,84.050001,93.110001,26.6,29.120001
2006-11-16,85.609997,93.470001,27.15,29.469999
2006-11-17,85.850002,93.809998,26.93,29.4
2006-11-20,86.470003,93.25,27.110001,29.889999
2006-11-21,88.599998,93.080002,26.799999,29.92
2006-11-22,90.309998,93.519997,26.91,29.92
2006-11-24,91.630001,93.349998,26.84,29.76
2006-11-27,89.54,91.449997,25.799999,29.48
2006-11-28,91.809999,91.349998,27.030001,29.389999
2006-11-29,91.799998,91.519997,27.08,29.57
2006-11-30,91.660002,91.919998,26.91,29.360001
2006-12-01,91.320001,91.25,26.690001,29.120001
2006-12-04,91.120003,93.510002,27.25,29.33
2006-12-05,91.27,94.480003,27.040001,29.129999
2006-12-06,89.83,94.120003,27.09,28.99
2006-12-07,87.040003,94.230003,26.879999,28.85
2006-12-08,88.259997,93.860001,26.98,29.4
2006-12-11,88.750002,93.639999,27.110001,29.540001
2006-12-12,86.140002,94.120003,27.08,29.43
2006-12-13,89.050002,94.769997,27.25,29.549999
2006-12-14,88.549997,95.360001,27.309999,30.07
2006-12-15,87.719998,95.300003,27.559999,30.190001
2006-12-18,85.47,95.440002,27.610001,29.889999
2006-12-19,86.309999,96,27.629999,29.99
2006-12-20,84.759997,96,27.389999,30.09
2006-12-21,82.900002,95.910004,27.290001,29.98
2006-12-22,82.199999,95.25,26.93,29.639999
2006-12-26,81.510003,95.660004,27.190001,29.99
2006-12-27,81.520003,97.199997,27.299999,30.02
2006-12-28,80.870002,96.970001,27.42,29.98
2006-12-29,84.839999,97.150002,27.33,29.860001
2007-01-03,83.800002,97.269997,27.73,29.860001
2007-01-04,85.659998,98.309998,28.459999,29.809999
2007-01-05,85.049997,97.419998,28.469999,29.639999
2007-01-08,85.47,98.900002,28.629999,29.93
2007-01-09,92.570003,100.07,28.469999,29.959999
2007-01-10,96.999997,98.889999,28.68,29.66
2007-01-11,95.800003,98.650002,28.690001,30.700001
2007-01-12,94.620003,99.339996,28.92,31.209999
2007-01-16,97.099999,100.82,28.040001,31.16
2007-01-17,94.949997,100.019997,26.98,31.1
2007-01-18,89.070003,99.449997,26.450001,31
2007-01-19,88.500003,96.169998,26.700001,31.110001
2007-01-22,86.789997,97.110001,26.530001,30.719999
2007-01-23,85.699999,97.080002,26.040001,30.74
2007-01-24,86.700002,97.400002,26.889999,31.09
2007-01-25,86.249998,97.510002,26.219999,30.450001
2007-01-26,85.379998,97.449997,26.35,30.6
2007-01-29,85.939998,98.540001,26.209999,30.530001
2007-01-30,85.550002,99.370003,26.25,30.48
2007-01-31,85.73,99.150002,26.620001,30.860001
2007-02-01,84.739997,99,26.59,30.559999
2007-02-02,84.749997,99.169998,27.139999,30.190001
2007-02-05,83.939999,100.379997,27.51,29.610001
2007-02-06,84.149997,99.849998,27.280001,29.51
2007-02-07,86.150002,99.540001,28.09,29.370001
2007-02-08,86.180003,99.620003,28.139999,29.26
2007-02-09,83.270003,98.550003,27.709999,28.98
2007-02-12,84.88,98.580002,27.540001,28.940001
2007-02-13,84.700003,98.290001,27.18,29.01
2007-02-14,85.300003,99.199997,27.459999,29.4
2007-02-15,85.210001,98.919998,27.559999,29.459999
2007-02-16,84.829999,98.989998,27.52,28.74
2007-02-20,85.899997,99.349998,27.66,28.83
2007-02-21,89.199999,99.089996,27.379999,29.35
2007-02-22,89.509999,98.5,27.4,29.389999
2007-02-23,89.070003,97.730003,27.51,28.9
2007-02-26,88.510003,96.910004,27.24,29.07
2007-02-27,83.929998,93.959999,25.709999,27.870001
2007-02-28,84.610001,92.940002,25.940001,28.17
2007-03-01,87.060003,92.269997,25.85,28.09
2007-03-02,85.409999,90.900002,25.299999,27.76
2007-03-05,86.32,91.809998,25.459999,27.549999
2007-03-06,88.190002,93.800003,25.959999,27.83
2007-03-07,87.719998,93.940002,25.870001,27.610001
2007-03-08,87.999998,93,26.15,27.32
2007-03-09,87.969997,93.279999,26.08,27.290001
2007-03-12,89.870001,94.110001,26.17,27.440001
2007-03-13,88.400001,92.709999,25.5,26.719999
2007-03-14,89.999997,93.760002,25.85,27.4
2007-03-15,89.570001,93.449997,25.809999,27.280001
2007-03-16,89.590001,93.25,25.99,27.33
2007-03-19,91.130003,93.989998,26.299999,27.83
2007-03-20,91.479998,94.5,26.34,27.84
2007-03-21,93.869999,95.360001,26.790001,28.52
2007-03-22,93.960001,95.190002,26.370001,28.27
2007-03-23,93.519998,95.029999,26.190001,28.02
2007-03-26,95.849998,95,26.34,28.219999
2007-03-27,95.460002,94.730003,25.93,27.719999
2007-03-28,93.239998,94.260002,25.700001,27.639999
2007-03-29,93.750003,94.57,25.43,27.75
2007-03-30,92.909997,94.260002,25.530001,27.870001
2007-04-02,93.650001,95.209999,25.4,27.74
2007-04-03,94.5,96.099998,25.85,27.870001
2007-04-04,94.270001,96.209999,26.1,28.5
2007-04-05,94.679997,96.519997,26.059999,28.549999
2007-04-09,93.650001,96.620003,26.200001,28.57
2007-04-10,94.250001,96.459999,25.99,28.4
2007-04-11,92.590003,95.160004,25.790001,28.110001
2007-04-12,92.190001,95.669998,25.969999,28.540001
2007-04-13,90.240003,94.93,26.68,28.610001
2007-04-16,91.430003,96.18,26.620001,28.73
2007-04-17,90.349998,97.120003,26.84,28.85
2007-04-18,90.4,94.800003,26.870001,28.6
2007-04-19,90.270003,94.290001,26.68,28.690001
2007-04-20,90.969999,94.580002,26.99,29.02
2007-04-23,93.509997,95.209999,26.58,28.780001
2007-04-24,93.239998,98.489998,26.33,28.790001
2007-04-25,95.349999,101.459999,26.780001,28.99
2007-04-26,98.839999,100.900002,26.549999,29.1
2007-04-27,99.919997,101.169998,27.030001,30.120001
2007-04-30,99.800001,102.209999,26.74,29.940001
2007-05-01,99.47,103.169998,26.860001,30.4
2007-05-02,100.390001,102.220001,27.67,30.610001
2007-05-03,100.400002,102.800003,27.700001,30.969999
2007-05-04,100.809998,102.959999,27.91,30.559999
2007-05-07,103.920002,103.160004,27.809999,30.709999
2007-05-08,105.060001,103.290001,28.360001,30.75
2007-05-09,106.880003,104.379997,26.51,30.780001
2007-05-10,107.34,104.68,26.290001,30.58
2007-05-11,108.739999,105.980003,26.629999,30.889999
2007-05-14,109.36,105.57,26.290001,30.969999
2007-05-15,107.519998,104.830002,26.129999,30.9
2007-05-16,107.34,105.870003,26.48,31.07
2007-05-17,109.440001,105.309998,26.280001,30.98
2007-05-18,110.020001,107.989998,26.209999,30.83
2007-05-21,111.98,107.040001,26.4,31.049999
2007-05-22,113.539995,106.699997,26.370001,30.690001
2007-05-23,112.889994,105.580002,25.969999,30.58
2007-05-24,110.689997,103.949997,25.4,30.17
2007-05-25,113.619997,105.18,25.52,30.48
2007-05-29,114.35,105.910004,25.9,30.790001
2007-05-30,118.769995,106.93,26.389999,31.110001
2007-05-31,121.189997,106.599998,26.92,30.690001
2007-06-01,118.4,106.540001,26.860001,30.59
2007-06-04,121.33,106.230003,27.01,30.719999
2007-06-05,122.670004,105.839996,27.200001,30.58
2007-06-06,123.639999,102.410004,26.6,30.290001
2007-06-07,124.069996,101.800003,25.85,29.620001
2007-06-08,124.490005,103.07,26.48,30.049999
2007-06-11,120.190001,103.220001,26.32,30.02
2007-06-12,120.380005,102.339996,26.059999,29.85
2007-06-13,117.500006,103.120003,26.530001,30.389999
2007-06-14,118.749994,103.849998,26.83,30.52
2007-06-15,120.499994,105.089996,27.389999,30.49
2007-06-18,125.090006,105.330002,27.209999,30.51
2007-06-19,123.66,106.5,27.299999,30.459999
2007-06-20,121.550005,106,27.200001,30.01
2007-06-21,123.900005,106.599998,27.32,30.219999
2007-06-22,122.999998,104.440002,26.92,29.49
2007-06-25,122.339996,105.099998,27.030001,29.49
2007-06-26,119.650002,105.330002,27.15,29.52
2007-06-27,121.889999,105.43,27.27,29.870001
2007-06-28,120.559996,105.949997,27.85,29.83
2007-06-29,122.040003,105.25,27.85,29.469999
2007-07-02,121.259998,105.010002,27.889999,29.74
2007-07-03,127.17,106.580002,28.1,30.02
2007-07-05,132.749994,108.050003,28.370001,29.99
2007-07-06,132.299997,109.029999,28.469999,29.969999
2007-07-09,130.330006,108.970001,28.450001,29.870001
2007-07-10,132.349998,108.629997,28.309999,29.33
2007-07-11,132.389999,109.099998,28.76,29.49
2007-07-12,134.069998,109.279999,29.799999,30.07
2007-07-13,137.730001,108.599998,29.889999,29.82
2007-07-16,138.099997,109.660004,29.889999,30.030001
2007-07-17,138.910002,110.769997,29.73,30.780001
2007-07-18,138.119997,111.080002,29.440001,30.92
2007-07-19,140,115.860001,29.940001,31.51
2007-07-20,143.750006,114.809998,29.59,31.16
2007-07-23,143.700005,116.379997,30.26,31.190001
2007-07-24,134.890003,116.169998,29.76,30.799999
2007-07-25,137.260004,118.099998,29.91,30.709999
2007-07-26,146.000004,116.529999,29.67,29.98
2007-07-27,143.849995,115.620003,28.969999,29.389999
2007-07-30,141.430006,114.519997,29.49,29.4
2007-07-31,131.759998,110.650002,28.91,28.99
2007-08-01,135.000006,112.040001,29.77,29.299999
2007-08-02,136.49,113.230003,30.129999,29.52
2007-08-03,131.85,111.889999,29.459999,28.959999
2007-08-06,135.249998,113.889999,29.5,29.540001
2007-08-07,135.030006,113.529999,29.690001,29.549999
2007-08-08,134.009996,112.980003,31.68,30
2007-08-09,126.389996,110.730003,31.4,29.299999
2007-08-10,125.000004,112.639999,31.389999,28.709999
2007-08-13,127.790001,112.709999,30.83,28.629999
2007-08-14,124.029995,112.050003,30.26,28.27
2007-08-15,119.899994,111.230003,29.92,28.1
2007-08-16,117.049995,109.690002,29.299999,27.809999
2007-08-17,122.060003,110.900002,29.99,28.25
2007-08-20,122.219994,109.220001,29.76,28.26
2007-08-21,127.569996,109.040001,30.1,28.07
2007-08-22,132.510002,110,30.26,28.219999
2007-08-23,131.069996,111.449997,30.27,28.299999
2007-08-24,135.299999,113.239998,30.73,28.809999
2007-08-27,132.249996,113.440002,31.1,28.49
2007-08-28,126.820005,112,30.41,27.93
2007-08-29,134.079998,114.57,31,28.59
2007-08-30,136.249994,115.370003,31.43,28.450001
2007-08-31,138.480005,116.690002,31.92,28.73
2007-09-04,144.160002,118.190002,32.32,28.809999
2007-09-05,136.760006,117.879997,32.220001,28.48
2007-09-06,135.010006,117.620003,31.84,28.91
2007-09-07,131.769999,115.550003,31.52,28.440001
2007-09-10,136.710005,115.800003,31.74,28.48
2007-09-11,135.490004,117.349998,32.16,28.93
2007-09-12,136.849995,116,31.780001,28.93
2007-09-13,137.200003,115.949997,31.51,29.16
2007-09-14,138.809999,115.129997,31.559999,29.040001
2007-09-17,138.410004,114.519997,31.5,28.73
2007-09-18,140.919994,116.629997,32.040001,28.93
2007-09-19,140.770004,116.669998,32.09,28.67
2007-09-20,140.309994,116.860001,32.209999,28.42
2007-09-21,144.150002,116.779999,32.299999,28.65
2007-09-24,148.280003,116.25,31.879999,29.08
2007-09-25,153.179995,116.510002,32.439999,29.559999
2007-09-26,152.769999,117.300003,32.990002,29.5
2007-09-27,154.499998,117.709999,33.23,29.49
2007-09-28,153.470001,117.800003,33.130001,29.459999
2007-10-01,156.34,119.029999,32.990002,29.77
2007-10-02,158.449995,118.360001,33.009998,29.700001
2007-10-03,157.919996,116.400002,32.450001,29.450001
2007-10-04,156.239998,115.690002,32.150002,29.709999
2007-10-05,161.449997,116.300003,32.650002,29.84
2007-10-08,167.909998,117.769997,32.709999,29.84
2007-10-09,167.859997,118.300003,33.080002,30.1
2007-10-10,166.789999,118.620003,33.27,30.23
2007-10-11,162.230001,118.050003,32.799999,29.91
2007-10-12,167.249996,117.809998,32.919998,30.17
2007-10-15,166.980003,118.029999,32.790001,30.040001
2007-10-16,169.579996,119.599998,32.290001,30.32
2007-10-17,172.750002,115.779999,32.459999,31.08
2007-10-18,173.500006,114.800003,32.68,31.16
2007-10-19,170.420002,112.279999,31.5,30.17
2007-10-22,174.359999,113.370003,31.370001,30.51
2007-10-23,186.160002,114.68,31.540001,30.9
2007-10-24,185.929996,112.949997,31.26,31.25
2007-10-25,182.780005,112.809998,31.18,31.99
2007-10-26,184.699995,113.730003,31.9,35.029999
2007-10-29,185.090004,114.800003,32.41,34.57
2007-10-30,186.999994,114.120003,32.610001,35.57
2007-10-31,189.949995,116.120003,33.060001,36.810001
2007-11-01,187.440004,113.650002,32.18,37.060001
2007-11-02,187.870001,114.589996,32.509998,37.060001
2007-11-05,186.180002,113.400002,33.080002,36.73
2007-11-06,191.789997,113.169998,34.080002,36.41
2007-11-07,186.300005,111.080002,32.75,35.52
2007-11-08,175.469997,106.110001,29.629999,34.740002
2007-11-09,165.370007,100.25,28.58,33.73
2007-11-12,153.759995,101.449997,29.110001,33.380001
2007-11-13,169.960005,105.269997,30.139999,34.459999
2007-11-14,166.109997,103.440002,29.709999,33.93
2007-11-15,164.299995,103.599998,29.299999,33.759998
2007-11-16,166.390003,104.790001,29.940001,34.09
2007-11-19,163.950001,102.220001,29.43,33.959999
2007-11-20,168.850006,103.419998,29.040001,34.580002
2007-11-21,168.459997,102.220001,28.25,34.23
2007-11-23,171.540001,104.050003,28.690001,34.110001
2007-11-26,172.539997,101.970001,27.5,32.970001
2007-11-27,174.809996,103.830002,27.49,33.060001
2007-11-28,180.219999,107.370003,28.049999,33.700001
2007-11-29,184.289999,107.5,28.15,33.59
2007-11-30,182.220005,105.18,28.02,33.599998
2007-12-03,178.859995,105.830002,27.57,32.919998
2007-12-04,179.810003,106.629997,26.959999,32.77
2007-12-05,185.5,108.160004,27.48,34.150002
2007-12-06,189.949995,109.699997,27.790001,34.549999
2007-12-07,194.300001,108.860001,27.450001,34.529999
2007-12-10,194.209999,109.389999,27.66,34.759998
2007-12-11,188.540003,106.989998,28.02,34.099998
2007-12-12,190.860003,108.470001,28.799999,34.470001
2007-12-13,191.829998,108.18,29.059999,35.220001
2007-12-14,190.390005,105.769997,28.65,35.310001
2007-12-17,184.400002,104.529999,27.950001,34.389999
2007-12-18,182.979996,106.309998,28.15,34.740002
2007-12-19,183.119999,107.139999,28.190001,34.790001
2007-12-20,187.209999,108.839996,28.280001,35.52
2007-12-21,193.910006,111.050003,28.6,36.060001
2007-12-24,198.799997,111.650002,28.719999,36.580002
2007-12-26,198.950001,111.559998,28.379999,36.610001
2007-12-27,198.570005,109.599998,27.790001,35.970001
2007-12-28,199.829994,110.089996,27.559999,36.119999
2007-12-31,198.079994,108.099998,27.07,35.599998
2008-01-02,194.84,104.690002,26.540001,35.220001
2008-01-03,194.930002,104.900002,26.75,35.369999
2008-01-04,180.049995,101.129997,26.120001,34.380001
2008-01-07,177.639994,100.050003,26.129999,34.610001
2008-01-08,171.249994,97.589996,25.43,33.450001
2008-01-09,179.399994,98.309998,26.24,34.439999
2008-01-10,178.020002,99.919998,26.24,34.330002
2008-01-11,172.690001,97.669998,25.870001,33.91
2008-01-14,178.780006,102.93,26.290001,34.389999
2008-01-15,169.039997,101.830002,25.85,34
2008-01-16,159.639996,101.629997,25.15,33.23
2008-01-17,160.889997,101.099998,24.33,33.110001
2008-01-18,161.359995,103.400002,24.299999,33.009998
2008-01-22,155.639997,101.220001,23.48,31.959999
2008-01-23,139.070005,106.099998,24.030001,31.93
2008-01-24,135.600006,106.910004,25.110001,33.25
2008-01-25,130.009998,104.519997,24.200001,32.939999
2008-01-28,130.009998,104.980003,24.1,32.720001
2008-01-29,131.540007,106.099998,24.059999,32.599998
2008-01-30,132.179995,105.650002,24.360001,32.200001
2008-01-31,135.360001,107.110001,24.5,32.599998
2008-02-01,133.750004,109.080002,24.940001,30.450001
2008-02-04,131.649996,107.93,23.82,30.190001
2008-02-05,129.359997,105.019997,23.26,29.07
2008-02-06,122.000002,103.589996,23.08,28.52
2008-02-07,121.239998,102.339996,23.379999,28.120001
2008-02-08,125.480001,103.269997,23.540001,28.559999
2008-02-11,129.449999,105.139999,23.52,28.209999
2008-02-12,124.860001,106.529999,23.43,28.34
2008-02-13,129.399998,108.419998,24.059999,28.959999
2008-02-14,127.459993,106.129997,23.530001,28.5
2008-02-15,124.629995,106.160004,23.299999,28.42
2008-02-19,122.180006,105,22.879999,28.17
2008-02-20,123.820004,107.849998,23.200001,28.219999
2008-02-21,121.540005,106.93,23.190001,28.1
2008-02-22,119.459997,108.07,23.6,27.68
2008-02-25,119.740004,110.080002,23.799999,27.84
2008-02-26,119.150003,114.379997,24.07,28.379999
2008-02-27,122.959997,116.459999,24.950001,28.26
2008-02-28,129.909996,115.239998,24.66,27.93
2008-02-29,125.020004,113.860001,24.389999,27.200001
2008-03-03,121.729996,114.230003,24.4,26.99
2008-03-04,124.619995,115.709999,24.290001,27.59
2008-03-05,124.490005,115.389999,24.27,28.120001
2008-03-06,120.930004,112.519997,23.940001,27.57
2008-03-07,122.249994,113.940002,24.110001,27.870001
2008-03-10,119.690002,114.010002,23.99,28.049999
2008-03-11,127.350004,116.489998,25.15,29.280001
2008-03-12,126.030001,117.07,25.139999,28.629999
2008-03-13,127.940004,115.910004,24.950001,28.620001
2008-03-14,126.610001,115.230003,24.32,27.959999
2008-03-17,126.730003,115.550003,24.290001,28.299999
2008-03-18,132.819996,118.410004,25.58,29.42
2008-03-19,129.670004,116.940002,24.469999,28.620001
2008-03-20,133.270006,118.330002,24.77,29.18
2008-03-24,139.530003,119.059998,25.639999,29.17
2008-03-25,140.979996,117.970001,25.75,29.139999
2008-03-26,145.059996,116.910004,24.780001,28.559999
2008-03-27,140.250006,115.519997,24.18,28.049999
2008-03-28,143.010002,114.57,24.08,27.91
2008-03-31,143.5,115.139999,24.09,28.379999
2008-04-01,149.530005,116.489998,24.98,29.5
2008-04-02,147.489998,114.809998,24.959999,29.16
2008-04-03,151.609999,116.019997,24.23,29
2008-04-04,153.080006,115.760002,24.389999,29.16
2008-04-07,155.890003,116.309998,23.940001,29.16
2008-04-08,152.84,116.269997,23.959999,28.75
2008-04-09,151.439995,116.769997,23.530001,28.889999
2008-04-10,154.549999,118.779999,24.040001,29.110001
2008-04-11,147.140003,116,23.379999,28.280001
2008-04-14,147.780005,117.279999,23.309999,28.059999
2008-04-15,148.380005,117.169998,23.110001,28.25
2008-04-16,153.700006,120.470001,23.83,28.950001
2008-04-17,154.489998,123.080002,23.889999,29.219999
2008-04-18,161.040001,124.400002,24.51,30
2008-04-21,168.160004,124.349998,24.889999,30.42
2008-04-22,160.199995,123.669998,24.92,30.25
2008-04-23,162.890003,123.599998,25.440001,31.450001
